Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Pakistan,PAK,2.49493265,2.57026362,2.7863009,2.82844949,2.84736943,2.95273018,2.99015832,2.90354776,2.51988316,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,India,IND,3.59565973,3.50430417,2.93597651,2.8584938,2.95299792,3.34146094,3.34680939,3.39623499,3.33944035,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Indonesia,IDN,2.92428517,3.02147198,2.90417194,2.86757827,2.87862897,3.42067289,3.70634937,2.69389749,2.70239949,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Iran, Islamic Rep.",IRN,8.38232708,7.80285025,7.71801233,6.63571692,6.23426771,4.96098137,4.85886621,5.62794113,6.02542305,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kazakhstan,KAZ,3.04051113,3.42235589,3.0524447,2.90062451,2.87143755,3.83133817,3.98701859,3.74577999,3.76701546,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kuwait,KWT,4.21497965,4.73096323,4.65326786,5.17201853,5.18200397,6.11295223,5.37273169,4.20024538,4.96311998,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Middle East, North Africa, Afghanistan & Pakistan",MEA,5.39013592525597,5.5924050426126,5.53060666956274,5.15426881264019,5.18839795113514,5.76786093502018,5.43185095763575,4.9539019088825,5.3363635026536,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Afghanistan,AFG,10.10534763,11.81859016,12.62081718,14.20841885,14.83131981,15.53361416,21.50844383,23.0881691,14.9857626,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Africa Eastern and Southern,AFE,5.89167008074868,6.01403640033509,5.86588226298921,5.73062852507169,5.7558901923726,5.98459697196561,5.94259456421002,5.55902129039591,5.54080975848282,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Africa Western and Central,AFW,3.81020499573204,3.8027557657234,3.73266812536803,3.28862221030402,3.25093608157437,3.7884435601391,4.13562161186507,4.17449597524121,4.14322505750462,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Albania,ALB,6.38810158,6.65018797,6.50111914,6.59002447,6.78144073,7.46513748,7.35750389,7.53646231,7.05240345,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Algeria,DZA,6.33435678,6.00080872,5.9484539,5.9323926,5.41732121,5.63830757,5.02188873,3.63464284,4.35082531,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Andorra,AND,6.91368532,6.94162941,7.07158232,7.37781096,7.32238626,8.78462029,8.64671707,7.52135801,7.69928026,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Angola,AGO,2.29966879,2.39068723,2.4379425,2.29887486,2.20394278,2.81688905,2.73987103,2.60041046,2.54692864,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Antigua and Barbuda,ATG,4.90963078,4.93979549,4.66318989,4.6865654,4.27709961,5.68408012,4.81315422,4.43146801,3.91348195,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Arab World,ARB,5.00908575316047,5.28502773733537,5.15987282843783,4.86776695125365,4.94278733717573,5.71844456598162,5.25928586762619,4.66525326389618,5.15780327165915,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Argentina,ARG,10.27364159,10.05355549,10.26057911,10.17289257,10.11911297,10.67246342,11.00910187,10.15950489,10.2695179,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Armenia,ARM,10.11762714,9.95194912,10.36270332,10.00543404,11.3798008,12.24056244,12.32268524,9.96211243,9.32119179,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Australia,AUS,10.13642025,10.08958244,10.10880566,10.08907509,10.25421429,10.70324135,10.51612186,9.89226055,10.39852047,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Austria,AUT,10.51688385,10.51713753,10.57132816,10.5157156,10.62530422,11.41292953,12.185215,11.22519779,11.15297318,11.8325634
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Azerbaijan,AZE,4.34131384,4.42241955,4.07396507,3.83661342,4.18188763,5.84817696,4.68526697,3.41549611,4.27113533,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Bahamas, The",BHS,5.244627,5.65515327,6.6036396,5.83890343,5.70484161,7.3983264,6.78537178,7.04287481,6.30260801,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,4.75126362,4.62360859,4.30236721,3.94324946,3.78430986,4.55685711,4.32771444,3.89098358,3.99562383,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,2.27217698,2.38938212,2.36720181,2.31622243,2.12712646,2.18254924,2.26678729,2.21544909,2.17014575,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,6.09170628,6.19479513,6.0020504,5.83037996,5.67476797,6.7272892,7.4427762,5.8744669,5.40463829,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,6.06528044,5.91054153,5.75974846,5.52699471,5.86133814,6.40607214,6.56549978,6.57784128,7.08167362,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,10.88387299,10.89833736,10.94042683,10.9937973,10.85831451,11.46253014,11.28825092,10.73976326,10.80371571,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,4.65988731,4.77207184,4.62228823,4.75529861,4.81608105,5.33901167,5.04598379,4.21643019,4.14735794,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,2.72813416,3.62042856,3.67389345,3.4364984,3.00206876,3.0512166,2.91589761,2.98184395,3.33732462,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,3.43653083,3.27756715,3.11215067,3.06896734,3.37511158,4.08451509,4.78581429,3.91757464,4.41551638,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,6.55064964,6.83333063,6.4901948,6.60399437,6.88792992,8.0225811,8.16016769,7.15933084,6.91864729,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,9.24086571,9.13943481,8.81797314,8.76100445,8.92544365,9.70311832,9.55514336,8.71644783,8.9216938,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,6.10287762,5.76837635,6.62986994,6.04010344,6.12193203,6.1213398,6.30315065,5.73650789,6.25574684,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,8.90929985,9.16901684,9.47125053,9.46475029,9.61449146,9.62326527,9.63646507,9.38739491,9.73092747,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,2.38708901,2.54828691,2.27022862,2.41600895,2.23100758,2.45359564,2.14748693,1.77042186,2.2286067,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,7.39363575,7.45975018,7.49624491,7.34086275,7.11813641,8.44060898,8.58048916,7.63849449,7.91853094,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,5.13192415,5.95284653,6.12075186,4.94427681,5.35001135,6.89469957,7.08691931,7.41435528,7.79943228,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,6.29044485,7.06148243,6.95230389,7.29396152,9.05940628,10.70776176,8.94190311,8.6687746,9.09471226,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,4.40073681,4.36134005,4.48070955,4.78548193,4.82431316,7.03399324,6.60773611,6.70243406,5.84791613,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,4.53898621,4.49053288,4.26933241,4.49707794,5.05801058,5.13031435,6.33888054,4.46856117,4.61706829,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,4.12600517,4.02253723,3.79293942,3.61970162,3.65157914,4.25051928,4.34109783,4.49439144,4.5545516,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,10.76397896,11.05626965,10.9242115,10.92262077,11.04823494,13.01732922,12.38106632,11.08119678,11.18692875,11.3095665
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Caribbean small states,CSS,5.38565779189487,5.79138891237426,5.97078497970675,5.94749460312322,6.08982716034103,6.8196371234781,6.45294655154764,5.57263990731395,5.48884993985442,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,5.03434181,5.44402313,6.66541576,10.99484062,7.76081514,8.98488045,9.15097523,9.94993496,10.65553188,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central Europe and the Baltics,CEB,6.49835712782675,6.64432931269871,6.56979793772616,6.51336173608474,6.61921750835365,7.1921751142776,7.35977235601732,7.01518291832565,7.17196245394047,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,3.40253925,3.70842481,3.51023412,3.2893219,3.38471627,4.35215092,3.9722333,4.15823555,4.99707747,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,8.3513937,8.55767059,9.090518,9.15040398,9.30968475,9.69734573,9.72450161,10.0053072,10.17470455,10.53092575
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,4.85367584,4.88338089,4.9695034,5.06933308,5.26516867,5.50441837,5.25590324,5.88078785,5.94388866,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,7.52338505,7.53117037,7.67864323,7.71777487,7.83404827,8.69751263,9.14150524,7.59037256,8.15838146,8.14139366
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,4.60089922,4.65263557,5.26807451,4.90318584,5.18044472,5.902421,6.46315002,8.47119522,6.55212021,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,3.74785447,4.20027828,4.00057793,3.24127173,3.508039,3.97694445,3.86727977,3.9417696,3.68495083,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,2.45668483,2.59422994,2.36476016,1.75584984,2.34771276,4.01775074,3.46133351,2.30011368,3.29744148,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Costa Rica,CRI,7.59196186,7.31724358,7.04522991,7.28587723,7.2212491,7.82545757,7.61130476,7.18368196,6.8663702,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cote d'Ivoire,CIV,3.2198832,3.32101274,3.24693036,3.0916779,3.18916845,3.62327886,3.76207662,3.63847613,3.43218303,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Croatia,HRV,6.65548038,6.69167471,6.62803125,6.7136178,6.78699923,7.68352938,8.08265686,7.29636335,7.14699411,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cuba,CUB,12.81404305,12.21769619,11.47201538,11.01842499,11.08501148,12.48641968,13.78746605,11.78773499,9.38383102,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cyprus,CYP,6.79382181,6.65254688,6.62192535,6.78446245,6.99843168,8.64796448,8.87445068,8.27201366,8.11912918,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Czechia,CZE,7.29346752,7.32258606,7.24190664,7.37173605,7.48754358,8.96995831,9.15420723,8.47063065,8.42677402,8.50710297
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Denmark,DNK,10.3754549,10.28229332,10.1137991,10.14163208,10.18468761,10.69237614,10.65575886,9.47411346,9.5572958,9.38812923
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Djibouti,DJI,3.3475771,2.74166131,2.47976375,2.530864,2.41347837,2.33861232,2.87128091,2.52554536,2.28316021,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominica,DMA,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,6.06806135,6.31142521,5.97262001,5.00757647,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominican Republic,DOM,4.73534584,4.58582401,4.44562674,4.21765518,4.36808872,4.96490288,5.08839989,4.64506817,4.59880495,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Early-demographic dividend,EAR,5.14300120098285,5.041163682298,4.86578793719636,4.63534520343627,4.60445519152089,5.0357255441993,5.07850443515042,4.78052753881682,4.81231265306856,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific,EAS,6.42297737087305,6.4924665198735,6.45209555660183,6.46332885332331,6.63218318246243,6.9452785628105,6.81190699632959,6.99693851217457,6.79850336186314,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific (excluding high income),EAP,4.64726137088585,4.67398607736289,4.73855932101377,4.83519763650792,4.99305007183394,5.27689545937469,5.15121923765407,5.58481742555189,5.608422496099,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,4.64742800465152,4.67414820826657,4.73872752864821,4.83535460653651,4.99321295377829,5.27705777904076,5.15136897441315,5.58501289794467,5.60857793634195,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ecuador,ECU,7.76786041,7.58817482,7.52484131,7.83364677,7.80878448,8.60608387,8.37526226,7.60183907,7.56167889,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Egypt, Arab Rep.",EGY,5.06153202,5.07462406,5.34661913,4.74892998,4.5994668,4.15384626,4.60955143,4.72362804,4.88449335,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,El Salvador,SLV,8.75833225,8.71456337,8.42286873,8.322752,8.80846119,8.95105076,10.12668991,9.82036304,9.28738594,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Equatorial Guinea,GNQ,2.45693421,2.97177482,2.86121631,2.92214823,3.27948833,3.70560718,3.5103004,2.83726358,3.49941635,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eritrea,ERI,4.50776815,3.73838949,4.15359449,4.24748898,4.64806461,4.31117725,4.17839003,3.87537837,3.6837678,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Estonia,EST,6.52138662,6.56918621,6.46636105,6.56314421,6.64763546,7.47179365,7.47591066,6.93641424,7.47082138,7.83648062
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eswatini,SWZ,7.05855274,6.82044792,6.98103714,7.31937742,8.40033817,7.0983777,7.40552139,7.2449131,7.49763966,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ethiopia,ETH,3.82316828,3.60033751,3.45336914,3.30371761,3.24287128,3.48096275,3.20779967,2.85298109,2.80310345,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Euro area,EMU,10.1518988683379,10.1207106035258,10.1010873950656,10.0951265232871,10.1571679207472,11.1527851561118,11.1751704049259,10.6774653719297,10.3053459011948,10.7750014368516
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia,ECS,9.25908025142841,9.29822075173262,9.21010108802763,9.23068191093197,9.31021585100489,10.4784745381431,10.3759981961614,9.70846585738606,9.57967621183291,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia (excluding high income),ECA,4.70488729667207,4.88272801337856,4.76376986171493,4.78663718590348,4.96677430314955,5.50986797495326,5.66989678345193,4.60629102712309,4.91799832221858,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,5.223514455981,5.33549310641421,5.33246499354921,5.34312927891352,5.55429623640193,6.74637614445174,6.44819921431963,6.04343709276726,6.21781794446421,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,European Union,EUU,9.90435258464786,9.88833766679792,9.8503644385119,9.82989094571535,9.87237183304095,10.7994110687063,10.8123297427516,10.3012738340465,9.99906711532251,10.5426441605532
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fiji,FJI,3.32468939,3.27979708,3.18689561,4.10572624,4.28229284,5.28987408,7.06084681,4.01752949,3.61524153,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Finland,FIN,9.69998264,9.45625591,9.19148445,9.10587025,9.22295189,9.69977188,9.90969753,9.74152565,10.47389507,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Fragile and conflict affected situations,FCS,4.59288070767475,4.91804846438798,4.86298772286833,4.39435570818218,4.15726885338508,4.71842199992444,4.95791125739415,4.40080691492368,4.62825554969788,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,France,FRA,11.50032997,11.57036018,11.44944572,11.30847645,11.17058277,12.12949371,12.24894238,11.82888794,11.51974583,11.53530598
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gabon,GAB,2.65743947,3.1076982,2.78068876,2.75235105,2.76837039,3.4401269,2.79254127,2.89087176,3.13430715,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Gambia, The",GMB,3.1761291,3.19523716,3.35449266,3.18501234,3.14534926,4.01436949,3.74321485,3.53697729,2.89250112,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Georgia,GEO,8.6599493,9.07258892,8.70140266,7.75524616,7.31291389,9.22991848,10.53835487,8.29634285,6.85758877,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Germany,DEU,10.92317677,10.97133732,11.05091095,11.18380833,11.42805386,12.46780777,12.72403336,12.44708347,11.74428654,12.26655293
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ghana,GHA,4.54299259,3.39035821,2.68786979,2.43001175,3.25450468,4.4331708,3.86030865,3.67459154,2.94686937,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greece,GRC,8.26719952,8.45097542,8.11336899,8.07267761,8.11709499,9.38074493,9.03178692,8.44938278,8.39367008,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Grenada,GRD,4.64675617,4.43910027,4.65701056,4.58373737,4.93189621,5.30602551,5.27963448,4.99701262,4.65330839,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guatemala,GTM,6.00602007,6.07008219,6.13563824,6.10662699,6.17443275,6.4591527,7.35698891,7.1678791,6.80241346,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea,GIN,5.80919266,5.39694929,3.91512728,3.73843002,4.08876228,3.90094519,3.7175858,3.83292699,3.69442987,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guinea-Bissau,GNB,8.13228226,8.32881451,7.00049543,7.28164959,7.14602089,8.98898792,8.39794922,8.33752728,8.82204819,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Guyana,GUY,4.02264786,4.01842117,4.3191123,4.90492535,4.90331507,5.37510586,4.64326477,2.52456355,2.46673751,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Haiti,HTI,5.07518148,4.80760574,3.8199389,4.31650305,3.91107917,3.78651953,3.57739854,3.20755076,3.19156528,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Heavily indebted poor countries (HIPC),HPC,4.94931601732948,4.89077142105485,4.69402683116841,4.48978908027621,4.61341676982188,5.00602726672289,4.96292259537178,4.66417434703739,4.45224963821874,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,High income,HIC,11.9784564900425,12.1402860755101,12.0491502529549,11.9666327912927,12.1545295546981,13.6085370283041,13.0710792992581,12.5266199618031,12.5106477921545,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Honduras,HND,7.4837904,7.709445,7.00668859,7.22820663,7.34316635,9.21912384,9.27311516,8.15452766,7.70976162,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Hungary,HUN,6.8501935,6.96752644,6.73338366,6.55460501,6.24677849,7.230515,7.33524847,6.6474123,6.36868954,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iceland,ISL,8.13121986,8.15569115,8.3243084,8.43817616,8.63996315,9.64908886,9.72073746,9.08145332,8.70510101,8.98358727
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA & IBRD total,IBT,5.24457636867987,5.25386543676089,5.26451407307711,5.19049036256868,5.26254670515947,5.61796662146706,5.52462355898758,5.68031889716478,5.7613921756499,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Iraq,IRQ,3.15587044,4.57253027,4.08944416,4.07600641,4.207232,5.72766161,5.14179993,4.33226347,5.53275251,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ireland,IRL,7.07827806,7.3382206,6.91718578,6.74710846,6.61860561,6.97323275,6.44113493,6.02078247,6.57538509,6.85410833
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Israel,ISR,7.02090645,7.09919167,7.17189407,7.23550367,7.20701885,7.74801874,7.83961058,7.12004995,7.09822369,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Italy,ITA,8.84596729,8.72043991,8.69060516,8.65467453,8.61536789,9.5643034,9.28164482,8.85022926,8.40559483,8.44437313
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jamaica,JAM,6.61477137,6.5901823,6.98476934,6.83884478,6.96945572,7.47555304,8.00261688,8.65338707,7.60493946,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Japan,JPN,10.74969959,10.65891552,10.65627098,10.73988247,10.96998405,11.44974613,12.08108234,12.32275677,10.73979473,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Jordan,JOR,7.4609561,6.97644138,7.10953665,6.98295021,7.07244635,7.54554749,7.69733906,7.73623276,7.66000605,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kenya,KEN,4.76439571,4.75429106,3.98597503,4.09903383,4.36874676,4.49248886,4.56992722,4.32241869,4.35172892,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kiribati,KIR,7.21568632,9.04265118,9.68424225,10.89694214,10.16600227,13.65645027,11.83228588,10.52553844,10.94525623,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Korea, Rep.",KOR,6.46202612,6.6356945,6.79827499,7.14222002,7.69397116,8.02722836,8.34412766,8.8595314,8.5650692,8.67656994
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Kyrgyz Republic,KGZ,7.14930916,6.41248226,6.18586349,5.01030922,4.25461817,4.93558979,5.35275602,5.04874945,4.50344467,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lao PDR,LAO,2.45366454,2.36087489,2.52606821,2.24630046,2.60312223,2.05965185,2.74392009,2.01825476,1.32651615,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Late-demographic dividend,LTE,5.3979633691084,5.47638513916175,5.57494835034526,5.56036280341606,5.71657356222011,6.06181200916494,5.82764876402411,6.16543057047232,6.31151586129759,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean,LCN,7.8028797780802,7.87340946386778,8.05351034098995,7.81493688121767,7.8656829114729,8.363197723147,8.30086541481329,7.95442538225403,7.94219123716982,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & Caribbean (excluding high income),LAC,7.80761049976575,7.8638934350985,8.02926206464287,7.860488917097,7.87393671222829,8.31105764066863,8.26241474624554,7.9047507538526,7.90987626464166,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,7.72067466503498,7.79635168049479,7.99518260121538,7.75973306272192,7.80750973958778,8.26460020065258,8.30442904249678,7.9565900946958,7.9459899457574,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Latvia,LVA,5.84916782,6.35184479,6.18721867,6.40854263,6.86276913,7.50587368,9.4105072,8.1044302,7.27783823,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Least developed countries: UN classification,LDC,4.17498685029764,4.13599579520282,3.97551026692723,3.82023182338908,3.64897753566729,3.80641352643676,3.91714309031019,3.66633157726896,3.60542517790876,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Lebanon,LBN,7.41596651,7.92344952,7.80357552,8.07031727,8.68533897,7.48221779,4.40006208,4.91255951,5.57497263,..
